詩人,性別,唐詩紀事卷,birth-death,,,Geography,背景,當官年代,,
1279. 李適之: 1 首,male,,?-747,,,唐朝--關內道--京兆--長安(Chang'an),"poet詩人,office: chief councilor[宰相]",705-746,,
1280. 房管: 1 首,,,,,,,,,,
1281. 崔禹錫: 1 首,male,,,,,唐朝--河南道--齊州--全節(Quanjie),"poet詩人,civil office[為官者：文]",727-?,,
1282. 徐知仁: 1 首,male,,,,,唐朝--河北道--營州--柳城(Liucheng),poet詩人,713-724,,
1283. 韓思複: 1 首,,,,,,,,,,
1284. 裴耀卿: 1 首,male,,681-743,,,"	唐朝--河東道--絳州--稷山(Jishan),唐朝--河東道--絳州--聞喜(Wenxi)","poet詩人,office: chief councilor[宰相]",684-742,,
1285. 崔頌: 1 首,male,,,,,	河北道--定州--博陵(Boling),skilled at writing工於文,727-?,,
1286. 孫翃: 1 首,male,,,,,唐朝--江南道--蘇州--吳縣(Wu Xian),skilled at writing工於文,722-727,,
1287. 徐仁友: 1 首,male,,,,,,poet詩人,,,
1288. 蘇綰: 1 首,male,,,,,	唐朝--關內道--岐州--扶風(Fufeng),"poet詩人,civil office[為官者：文]",734-?,,
1289. 康庭芝: 1 首,male,,,,,,skilled at writing工於文,,,
1290. 盧崇道: 1 首,male,,,,,,poet詩人,706-?,,
1291. 蔡希周: 1 首,male,,,,,唐朝--江南道--潤州--丹陽(Danyang),poet詩人,,,
1292. 史青: 1 首,male,,,,,唐朝--江南道--永州--零陵(Lingling),poet詩人,713-?,,
1293. 厙狄履溫: 1 首,male,,,,,唐朝--河北道--河南--河南(He'nan),skilled at writing工於文,721-742,,
1294. 元載: 1 首,male,,?-777,,,唐朝--關內道--岐州--岐山(Qishan),"poet詩人,skilled at writing工於文,civil office[為官者：文]",754-762,,
1295. 張漸: 1 首,male,,?-756,,,唐朝--河北道--河南--洛陽(Luoyang),poet詩人,750-751,,
1296. 梁升卿: 1 首,,,,,,,,,,
1297. 吳鞏: 1 首,male,,,,,	唐朝--江南道--歙州(She Zhou),poet詩人,725-730,,
1298. 裴士淹: 1 首,male,,,,,"唐朝--河東道--絳州--聞喜(Wenxi),唐朝--河東道--蒲州--河東(Hedong)","poet詩人,civil office[為官者：文]",741-770,,
1299. 李元操: 1 首,male,,,,,"	唐朝--河北道--趙州--贊皇(Zanhuang),唐朝--河北道--趙州--柏鄉(Baixiang)","poet詩人,civil office[為官者：文]",?-809,,
1300. 陶峴: 1 首,male,,,,,,poet詩人,,,
1301. 苑咸: 1 首,male,,,,,"唐朝--關內道--京兆(Jingzhao),	唐朝--劍南道--成都--成都(Chengdu)","poet詩人,skilled at writing工於文",738-756,,
1302. 苑鹹: 1 首,,,,,,,,,,
1303. 趙驊: 1 首,male,,,,,,poet詩人,,,
1304. 崔亙: 1 首,,,,,,,,,,
1305. 楊顏: 1 首,male,,,,,,poet詩人,,,
1306. 王嶽靈: 1 首,,,,,,,,,,
1307. 周萬: 1 首,male,,,,,	唐朝--江南道--黃州--黃岡(Huanggang),poet詩人,,,
1308. 張巡: 1 首,male,,709-757,,,"唐朝--河東道--蒲州--河東(Hedong),唐朝--山南道--鄧州--南陽(Nanyang)","poet詩人,skilled at writing工於文",749-?,,
1309. 張抃: 1 首,male,,?-757,,,唐朝--河南道--滑州(Hua Zhou),poet詩人,756-?,,
1310. 閭丘曉: 1 首,male,,?-757,,,,poet詩人,756-?,,
1311. 庾光先: 1 首,male,,?-766,,,唐朝--山南道--鄧州--新野(Xinye),skilled at writing工於文,749-763,,
1312. 楊志堅: 1 首,male,,,,,	唐朝--江南道--撫州--臨川(Linchuan),poet詩人,,,
1313. 喬琳: 1 首,male,,?-784,,,唐朝--河東道--太原--太原(Taiyuan),"poet詩人,skilled at writing工於文,office: chief councilor[宰相]",773-784,,
1314. 柳渾: 1 首,male,,716-789,,,唐朝--山南道--襄州--襄陽(Xiangyang),"poet詩人,office: chief councilor[宰相]",767-787,,
1315. 黃麟: 1 首,male,,,,,,poet詩人,727-905?,,
1316. 郭向: 1 首,male,,,,,,poet詩人,742-?,,
1317. 王喬: 1 首,male,,,,,,"poet詩人,skilled at writing工於文,office: chief councilor[宰相]",742-?,,
1318. 程彌綸: 1 首,male,,,,,,poet詩人,,,
1319. 荊冬倩: 1 首,male,,,,,,poet詩人,,,
1320. 梁洽: 1 首,male,,?-734,,,	唐朝--河東道--晉州(Jin Zhou),"painter畫家,poet詩人,skilled at writing工於文",,,
1321. 鄭紹: 1 首,male,,?-742,,,,poet詩人,,,
1322. 朱斌: 1 首,male,,,,,唐朝--江南道--蘇州--吳縣(Wu Xian),poet詩人,,,
1323. 梁德裕: 1 首,male,,,,,唐朝--河北道--易州--易縣(Yi Xian),"poet詩人,skilled at writing工於文",727-742,,
1324. 常非月: 1 首,male,,,,,,poet詩人,,,
1325. 張良璞: 1 首,male,,?-742,,,,poet詩人,,,
1326. 孫欣: 1 首,male,,,,,,poet詩人,,,
1327. 王羨門: 1 首,male,,,,,,poet詩人,,,
1328. 李清: 1 首,,,,,,,,,,
1329. 莊若訥: 1 首,male,,,,,	唐朝--河南道--密州--莒縣(Ju Xian),"poet詩人,skilled at writing工於文",,,
1330. 魏璀: 1 首,male,,,,,,"poet詩人,skilled at writing工於文",,,
1331. 王zr: 1 首,,,,,,,,,,
1332. 竇冀: 1 首,male,,,,,,poet詩人,766-?,,
1333. 魯收: 1 首,male,,,,,,poet詩人,,,
1334. 朱逵: 1 首,male,,,,,,poet詩人,,,
1335. 許瑤: 1 首,male,,,,,,poet詩人,773-?,,
1336. 劉舟: 1 首,male,,,,,,poet詩人,,,
1337. 長孫鑄: 1 首,male,,,,,唐朝--河北道--河南--洛陽(Luoyang),poet詩人,,,
1338. 房白: 1 首,,,,,,,,,,
1339. 元晟: 1 首,male,,,,,	唐朝--河北道--河南--河南(He'nan),poet詩人,,,
1340. 劉太沖: 1 首,male,,,,,	唐朝--江南道--宣州(Xuan Zhou),poet詩人,,,
1341. 姚發: 1 首,male,,,,,	唐朝--江南道--湖州--武康(Wukang),poet詩人,,,
1342. 鄭愕: 1 首,male,,,,,,poet詩人,,,
1343. 殷少野: 1 首,male,,,,,,poet詩人,,,
1344. 鄔載: 1 首,male,,,,,,poet詩人,,,
1345. 李穆: 1 首,male,,,,,,poet詩人,,,
1346. 王迥: 1 首,male,,,,,唐朝--山南道--襄州--襄陽(Xiangyang),poet詩人,,,
1347. 李曄2: 1 首,male,,,,,唐朝--關內道--京兆--萬年(Wannian),poet詩人,749-758,,
1348. 敬括: 1 首,male,,?-771,,,唐朝--河東道--蒲州--河東(Hedong),"poet詩人,skilled at writing工於文,civil office[為官者：文]",741-768,,
1349. 滕珦: 1 首,male,,,,,唐朝--江南道--婺州(Wu Zhou),"poet詩人,skilled at writing工於文",812-?,,
1350. 蘇源明: 1 首,male,,?-764,,,唐朝--關內道--京兆--武功(Wugong),skilled at writing工於文,753-758,,
1351. 鄭虔: 1 首,male,,685-764,,,	唐朝--河北道--鄭州--榮陽(Rongyang),"calligrapher書法家,painter畫家,poet詩人,man of culture (wenren)文人",727-763,,
1352. 韋濟: 1 首,male,,688-754,,,"唐朝--河北道--鄭州--陽武(Yangwu),唐朝--嶺南道--恩州--杜陵(Duling)","poet詩人,skilled at writing工於文,civil office[為官者：文]",716-748,,
1353. 田澄: 1 首,male,,,,,,poet詩人,754-754,,
1354. 沈東美: 1 首,male,,,,,唐朝--河北道--相州--內黃(Neihuang),"poet詩人,skilled at writing工於文,civil office[為官者：文]",754-759,,
1355. 宋華: 1 首,male,,,,,	唐朝--河北道--河南--洛陽(Luoyang),"poet詩人,civil office[為官者：文]",,,
1356. 鄒象先: 1 首,male,,,,,唐朝--山南道--鄧州--新野(Xinye),poet詩人,,,
1357. 崔敏童: 1 首,male,,,,,	唐朝--河北道--博州(Bo Zhou),poet詩人,,,
1358. 苗晉卿: 1 首,male,,689-765,,,唐朝--河東道--潞州--壺關(Huguan),"poet詩人,office: chief councilor[宰相]",735-759,,
1359. 賈躭: 1 首,,,,,,,,,,
1360. 趙居貞: 1 首,male,,,,,唐朝--河北道--定州--鼓城(Gucheng),"poet詩人,civil office[為官者：文]",749-752,,
1361. 蕭華: 1 首,male,,?-764,,,唐朝--關內道--京兆--長安(Chang'an),"poet詩人,skilled at writing工於文,office: chief councilor[宰相]",727-762,,
1362. 元友讓: 1 首,male,,767-?,,,,poet詩人,813-818,,
1363. 段懷然: 1 首,male,,,,,,poet詩人,742-?,,
1364. 張偁: 1 首,male,,,,,唐朝--嶺南道--韶州--曲江(Qujiang),poet詩人,,,
1365. 陳孫: 1 首,,,,,,,,,,
1366. 李峰: 1 首,male,,,,,唐朝--河北道--河南--洛陽(Luoyang),poet詩人,749-?,,
1367. 於逖: 1 首,,,,,,,,,,
1368. 于逖: 1 首,male,,,,,	唐朝--河南道--汴州--浚儀(Junyi),"poet詩人,man of culture (wenren)文人",,,
1369. 魏萬: 1 首,male,,,,,唐朝--河北道--博州--聊城(Liaocheng),skilled at writing工於文,,,
1370. 崔宗之: 1 首,male,,?-751,,,	唐朝--河南道--滑州--靈昌(Lingchang),"poet詩人,skilled at writing工於文",727-739,,
1371. 崔成甫: 1 首,male,,713-758,,,唐朝--關內道--京兆--長安(Chang'an),poet詩人,742-746,,
1372. 郭受: 1 首,male,,,,,,poet詩人,766-?,,
1373. 竇蒙: 1 首,male,,,,,	唐朝--關內道--京兆(Jingzhao),skilled at writing工於文,773-782,,
1374. 王綽: 1 首,male,,,,,,"poet詩人,skilled at writing工於文",,,
1375. 古之奇: 1 首,male,,?-784,,,,"poet詩人,man of culture (wenren)文人,skilled at writing工於文",768-783,,
1376. 李陽冰: 1 首,male,,,,,唐朝--關內道--京兆--雲陽(Yunyang),skilled at writing工於文,759-762,,
1377. 王鋌: 1 首,male,,,,,,poet詩人,773-?,,
1378. 潘炎: 1 首,male,,,,,	唐朝--河北道--冀州--信都(Xindu),"poet詩人,skilled at writing工於文",760-780,,
1379. 張叔良: 1 首,male,,,,,,poet詩人,,,
1380. 呂牧: 1 首,male,,,,,唐朝--河南道--鄆州--東平(Dongping),skilled at writing工於文,,,
1381. 綦毋誠: 1 首,male,,,,,,poet詩人,795-?,,
1382. 於結: 1 首,,,,,,,,,,
1383. 鄭孺華: 1 首,male,,,,,,poet詩人,,,
1384. 房孺複: 1 首,,,,,,,,,,
1385. 楊郇伯: 1 首,male,,,,,蜀(Shu),poet詩人,,,
1386. 杜誦: 1 首,male,,,,,,poet詩人,,,
1387. 鄭昈: 1 首,male,,700-777,,,唐朝--河北道--鄭州--榮陽(Rongyang),poet詩人,745-765,,
1388. 張建封: 1 首,male,,735-800,,,	唐朝--山南道--鄧州--南陽(Nanyang),poet詩人,769-788,,
1389. 朱宿: 1 首,male,,,,,唐朝--江南道--蘇州--嘉興(Jiaxing),poet詩人,,,
1390. 李竦: 1 首,male,,?-788,,,唐朝--河北道--趙州--平棘(Pingji),skilled at writing工於文,783-787,,
1391. 張惟儉: 1 首,male,,,,,唐朝--江南道--宣州--當塗(Dangtu),poet詩人,795-?,,
1392. 張莒: 1 首,male,,,,,唐朝--江南道--衢州--常山(Changshan),"poet詩人,skilled at writing工於文",795-?,,
1393. 史延: 1 首,male,,,,,,"poet詩人,skilled at writing工於文",,,
1394. 韓浚: 1 首,,,,,,,,,,
1395. 鄭轅: 1 首,male,,,,,,poet詩人,,,
1396. 王濯: 1 首,male,,,,,,poet詩人,,,
1397. 獨孤綬: 1 首,male,,,,,,"poet詩人,skilled at writing工於文",,,
1398. 仲子陵: 1 首,male,,774-802,,,	唐朝--劍南道--成都--成都(Chengdu),"poet詩人,skilled at writing工於文",801-?,,
1399. 周徹: 1 首,male,,,,,唐朝--淮南道--楚州--淮陰(Huaiyin),poet詩人,,,
1400. 高拯: 1 首,male,,,,,,poet詩人,,,
1401. 獨孤授: 1 首,male,,,,,,"poet詩人,skilled at writing工於文",,,
1402. 王儲: 1 首,male,,,,,,"poet詩人,skilled at writing工於文",,,
1403. 暢諸: 1 首,male,,,,,唐朝--河北道--汝州(Ru Zhou),poet詩人,,,
1404. 苗發: 1 首,male,,?-786,,,唐朝--河東道--潞州--壺關(Huguan),"poet詩人,man of culture (wenren)文人",773-773,,
1405. 吉中孚: 1 首,male,,,,,	唐朝--淮南道--楚州(Chu Zhou),poet詩人,780-788,,
1406. 夏侯審: 1 首,male,,,,,,"poet詩人,man of culture (wenren)文人",766-795,,
1407. 崔季卿: 1 首,male,,,,,唐朝--河北道--恆州--井陘(Jingxing),poet詩人,,,
1408. 于尹躬: 1 首,male,,?-811,,,唐朝--關內道--京兆--萬年(Wannian),"poet詩人,skilled at writing工於文",807-811,,
1409. 李子卿: 1 首,male,,,,,,,,,
1410. 賈弇: 1 首,male,,,,,唐朝--隴右道--臨州--長樂(Changle),poet詩人,,,
1411. 沈仲昌: 1 首,male,,,,,	唐朝--河北道--汝州--臨汝(Linru),poet詩人,757-?,,
1412. 杜奕: 1 首,male,,,,,,poet詩人,,,
1413. 陳元初: 1 首,male,,,,,唐朝--江南道--越州--會稽(Kuaiji),poet詩人,756-?,,
1414. 韋同則: 1 首,male,,,,,,poet詩人,,,
1415. 李夷簡: 1 首,male,,757-823,,,唐朝--關內道--京兆--長安(Chang'an),	office: chief councilor[宰相],782-822,,
1416. 劉長川: 1 首,male,,,,,,poet詩人,,,
1417. 王觀: 1 首,male,,,,,,poet詩人,,,
1418. 崔瓘: 1 首,male,,?-770,,,	河北道--定州--博陵(Boling),"poet詩人,skilled at writing工於文",752-769,,
1419. 朱彬: 1 首,male,,,,,,poet詩人,,,
1420. 李彥遠: 1 首,male,,,,,,poet詩人,,,
1421. 范元凱: 1 首,male,,,,,唐朝--劍南道--資州--內江(Neijiang),poet詩人,,,
1422. 李深: 1 首,male,,,,,,poet詩人,766-?,,
1423. 羊滔: 1 首,male,,,,,	唐朝--河南道--兗州--萊蕪(Laiwu),poet詩人,,,
1424. 薛戎: 1 首,male,,747-821,,,唐朝--河東道--蒲州--寶鼎(Baoding),poet詩人,792-817,,
1425. 謝勮: 1 首,male,,,,,,poet詩人,,,
1426. 獨孤良器: 1 首,male,,,,,,"poet詩人,skilled at writing工於文",,,
1427. 高崇文: 1 首,male,,746-809,,,唐朝--河北道--幽州(You Zhou),poet詩人,788-807,,
1428. 羅珦: 1 首,male,,736-809,,,唐朝--江南道--越州--會稽(Kuaiji),poet詩人,762-808,,
1429. 韋執中: 1 首,male,,,,,唐朝--關內道--京兆(Jingzhao),poet詩人,810-?,,
1430. 邵真: 1 首,male,,?-782,,,,skilled at writing工於文,,,
1431. 何頻瑜: 1 首,male,,,,,,"poet詩人,skilled at writing工於文",782-?,,
1432. 駱浚: 1 首,male,,762-842,,,唐朝--關內道--華州--華陰(Huayin),poet詩人,783-821,,
1433. 盧群: 1 首,male,,,,,,poet詩人,,,
1434. 王智興: 1 首,male,,758-836,,,	懷州(Huai Zhou),poet詩人,781-828,,
1435. 袁高: 1 首,male,,728-787,,,	唐朝--河北道--景州--東光(Dongguang),poet詩人,773-784,,
1436. 張署: 1 首,male,,736-795,,,	唐朝--河北道--瀛州--河間(Hejian),"poet詩人,man of culture (wenren)文人",803-814,,
1437. 趙宗儒: 1 首,male,,746-832,,,"唐朝--河北道--德州--平原(Pingyuan),唐朝--山南道--鄧州(Deng Zhou)","poet詩人,skilled at writing工於文,office: chief councilor[宰相]",780-811,,
1438. 張正一: 1 首,male,,,,,,poet詩人,803-807,,
1439. 徐放: 1 首,male,,,,,唐朝--河北道--營州--柳城(Liucheng),"calligrapher書法家,poet詩人",806-814,,
1440. 獨孤實: 1 首,male,,,,,	唐朝--河北道--河南--河南(He'nan),poet詩人,795-813,,
1441. 盧士政: 1 首,male,,?-825,,,,poet詩人,807-812,,
1442. 于敖: 1 首,male,,765-830,,,"唐朝--關內道--京兆--高陵(Gaoling),唐朝--關內道--京兆--長安(Chang'an)","poet詩人,civil office[為官者：文]",802-824,,
1443. 皇甫鏞: 1 首,male,,760-836,,,"唐朝--關內道--涇州--臨涇(Linjing),唐朝--河北道--河南--河陰(Heyin)","poet詩人,civil office[為官者：文]",818-832,,
1444. 顏粲: 1 首,male,,,,,	唐朝--關內道--京兆--長安(Chang'an),poet詩人,,,
1445. 王履貞: 1 首,male,,,,,,skilled at writing工於文,836-?,,
1446. 陸複禮: 1 首,,,,,,,,,,
1447. 李正辭: 1 首,male,,?-755,,,,poet詩人,,,
1448. 許堯佐: 1 首,male,,,,,,"poet詩人,skilled at writing工於文,office: chief councilor[宰相]",800-816,,
1449. 李君房: 1 首,male,,?-760,,,,poet詩人,,,
1450. 車緬: 1 首,,,,,,,,,,
1451. 楊於陵: 1 首,male,,753-830,,,"唐朝--河北道--鄭州--榮澤(Rongze),	唐朝--河南道--虢州--弘農(Hongnong)","poet詩人,skilled at writing工於文,civil office[為官者：文]",792-816,,
1452. 劉遵古: 1 首,male,,,,,,poet詩人,,,
1453. 韋紓: 1 首,male,,,,,唐朝--關內道--京兆--萬年(Wannian),skilled at writing工於文,831-?,,
1454. 樊陽源: 1 首,male,,,,,,poet詩人,813-813,,
1455. 豆盧榮: 1 首,,,,,,,,,,
1456. 邵偃: 1 首,,,,,,,,,,
1457. 柳道倫: 1 首,male,,?-832,,,,poet詩人,,,
1458. 陳九流: 1 首,,,,,,,,,,
1459. 夏方慶: 1 首,,,,,,,,,,
1460. 韓察: 1 首,male,,,,,	唐朝--關內道--京兆--長安(Chang'an),poet詩人,816-823,,
1461. 崔恭: 1 首,male,,,,,,skilled at writing工於文,810-816,,
1462. 陸瀍: 1 首,male,,,,,唐朝--江南道--蘇州--嘉興(Jiaxing),poet詩人,795-806,,
1463. 李應: 1 首,,,,,,,,,,
1464. 陳師穆: 1 首,,,,,,,,,,
1465. 李季何: 1 首,male,,,,,,poet詩人,,,
1466. 高弁: 1 首,male,,,,,宋朝--京東西路--濮州--雷澤(Leize),"civil office[為官者：文],filial son/daughter孝子/孝女,Classicist經學家",996-?,,
1467. 李行敏: 1 首,male,,?-671,,,,poet詩人,,,
1468. 陳諷: 1 首,male,,,,,,poet詩人,,,
1469. 樊宗師: 1 首,male,,766-824,,,唐朝--河東道--河中府(Hezhong Fu),poet詩人,820-824,,
1470. 吉皎: 1 首,male,,758-845,,,,poet詩人,813-820,,
1471. 劉真: 1 首,male,,759-845,,,,poet詩人,,,
1472. 鄭據: 1 首,male,,761-845,,,,poet詩人,,,
1473. 盧真: 1 首,male,,763-845,,,,poet詩人,814-?,,
1474. 張渾: 1 首,male,,769-845,,,,poet詩人,,,
1475. 韋式: 1 首,male,,,,,唐朝--嶺南道--恩州--杜陵(Duling),poet詩人,,,
1476. 張彤: 1 首,,,,,,,,,,
1477. 繁知一: 1 首,male,,,,,唐朝--山南道--歸州--秭歸(Zigui),poet詩人,,,
1478. 嚴休複: 1 首,,,,,,,,,,
1479. 李諒: 1 首,male,,775-833,,,	唐朝--江南道--蘇州(Su Zhou),poet詩人,805-831,,
1480. 萬彤雲: 1 首,,,,,,,,,,
1481. 王損之: 1 首,,,,,,,,,,
1482. 封孟紳: 1 首,male,39,,,,,"poet詩人,skilled at writing工於文",,,
1483. 邵楚萇: 1 首,,,,,,,,,,
1484. 鄭俞: 1 首,male,,,,,,skilled at writing工於文,830-831,,
1485. 吳丹: 1 首,male,,744-825,,,,poet詩人,810-822,,
1486. 王鑒: 1 首,,,,,,,,,,
1487. 杜元穎: 1 首,male,,,,,唐朝--關內道--京兆--長安(Chang'an),"poet詩人,office: chief councilor[宰相]",,,
1488. 胡直鈞: 1 首,,,,,,,,,,
1489. 俞簡: 1 首,,,,,,,,,,
1490. 李君何: 1 首,,,,,,,,,,
1491. 曹著: 1 首,,,,,,,,,,
1492. 王公亮: 1 首,male,,,,,,poet詩人,821-?,,
1493. 徐牧: 1 首,male,,,,,,poet詩人,,,
1494. 獨孤良弼: 1 首,male,,,,,,"poet詩人,skilled at writing工於文,office: chief councilor[宰相]",785-?,,
1495. 裴澄: 1 首,male,,,,,唐朝--河東道--絳州--聞喜(Wenxi),"poet詩人,civil office[為官者：文]",,,
1496. 羅立言: 1 首,male,,,,,,poet詩人,,,
1497. 張燦: 1 首,male,,,,,,poet詩人,,,
1498. 張瀛: 1 首,male,,,,,唐朝--河南道--徐州--符離(Fuli),"poet詩人,man of culture (wenren)文人",,,
1499. 獨孤申叔: 1 首,male,,776-802,,,	唐朝--河北道--河南--洛陽(Luoyang),"poet詩人,skilled at writing工於文,civil office[為官者：文]",,,
1500. 嚴公弼: 1 首,male,,,,,	唐朝--關內道--同州--馮翊(Fengyi),poet詩人,799-824,,
1501. 嚴公貺: 1 首,male,,,,,唐朝--關內道--同州--馮翊(Fengyi),poet詩人,806-?,,
1502. 李溟: 1 首,male,,,,,,poet詩人,,,
1503. 賀蘭朋吉: 1 首,male,,,,,,poet詩人,,,
1504. 徐希仁: 1 首,male,,,,,,poet詩人,827-?,,
1505. 何元上: 1 首,male,,,,,,poet詩人,,,
1506. 張儼: 1 首,male,,,,,,poet詩人,,,
1507. 先汪: 1 首,male,,,,,唐朝--劍南道--瀘州--合江(Hejiang),poet詩人,,,
1508. 薛zm: 1 首,,,,,,,,,,
1509. 楊厚: 1 首,male,,,,,,poet詩人,,,
1510. 李秘: 1 首,male,,,,,唐朝--隴右道--秦州--成紀(Chengji),poet詩人,,,
1511. 殷堯恭: 1 首,male,,,,,,poet詩人,,,
1512. 鄭立之: 1 首,male,,,,,,poet詩人,846-?,,
1513. 浩虛舟: 1 首,male,,,,,,skilled at writing工於文,,,
1514. 張頂: 1 首,male,,,,,,poet詩人,,,
1515. 盧景亮: 1 首,male,,?-806,,,	唐朝--河北道--幽州--范陽(Fanyang),skilled at writing工於文,776-806,,
1516. 王仲舒: 1 首,male,,762-823,,,唐朝--河東道--太原--太原(Taiyuan),"poet詩人,skilled at writing工於文",803-820,,
1517. 孫革: 1 首,male,,,,,	唐朝--江南道(Jiangnan Dao),"poet詩人,skilled at writing工於文",822-830,,
1518. 汪萬於: 1 首,male,,,,,	唐朝--江南道--歙州--歙縣(She Xian),poet詩人,812-?,,
1519. 何儒亮: 1 首,male,,,,,,poet詩人,,,
1520. 李宗閔: 1 首,male,,?-846,,,唐朝--關內道--京兆--長安(Chang'an),"poet詩人,skilled at writing工於文,office: chief councilor[宰相]",812-846,,
1521. 韋表微: 1 首,male,,771-830,,,,"poet詩人,skilled at writing工於文",810-824,,
1522. 李虞仲: 1 首,male,,772-836,,,唐朝--河北道--趙州(Zhao Zhou),"poet詩人,skilled at writing工於文",808-835,,
1523. 馬植: 1 首,male,,?-857,,,	唐朝--關內道--岐州--扶風(Fufeng),skilled at writing工於文,727-856,,
1524. 範傳質: 1 首,,,,,,,,,,
1525. 賈謨: 1 首,male,,,,,,,,,
1526. 陳彥博: 1 首,male,,,,,唐朝--江南道--福州--閩縣(Min Xian),poet詩人,,,
1527. 陶雍: 1 首,male,,,,,,,,,
1528. 郭周藩: 1 首,male,,,,,唐朝--河東道--蒲州--河東(Hedong),poet詩人,,,
1529. 王質: 1 首,male,,769-836,,,唐朝--河東道--絳州--龍門(Longmen),poet詩人,831-834,,
1530. 高銖: 1 首,male,,?-853,,,,poet詩人,816-847,,
1531. 廖有方: 1 首,male,,,,,交州(Jiaozhou (Northern Vietnam)),skilled at writing工於文,,,
1532. 皇甫曙: 1 首,male,,,,,,poet詩人,826-840,,
1533. 潘存實: 1 首,male,,,,,	唐朝--江南道--漳州--漳浦(Zhangpu),"poet詩人,skilled at writing工於文",,,
1534. 王季則: 1 首,male,,,,,,poet詩人,,,
1535. 紀元皋: 1 首,,,,,,,,,,
1536. 吳晃: 1 首,male,,,,,,skilled at writing工於文,,,
1537. 獨孤鉉: 1 首,male,,,,,唐朝--隴右道--渭州--隴西(Longxi),"poet詩人,skilled at writing工於文",,,
1538. 劉軻: 1 首,male,,,,,	唐朝--河南道--徐州--沛縣(Pei Xian),skilled at writing工於文,669-835,,
1539. 蕭建: 1 首,male,,,,,,poet詩人,,,
1540. 張複: 1 首,,,,,,,,,,
1541. 張勝之: 1 首,male,,,,,,"poet詩人,skilled at writing工於文",826-?,,
1542. 焦郁: 1 首,male,,,,,,poet詩人,802-?,,
1543. 焦鬱: 1 首,,,,,,,,,,
1544. 崔郊: 1 首,male,,,,,,poet詩人,,,
